Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Khaled,2021-07-18 00:54:21,00:26:02,,How to Become a Tyrant: Limited Series: Crush Your Rivals (Episode 2),,Samsung 2015 NT14M DTV Smart TV,00:26:06,00:26:06,EG (Egypt)
Khaled,2021-07-18 00:24:54,00:29:15,Autoplayed: user action: User_Interaction; ,How to Become a Tyrant: Limited Series: Seize Power (Episode 1),,Samsung 2015 NT14M DTV Smart TV,00:29:15,00:29:15,EG (Egypt)
Khaled,2021-07-16 15:15:49,01:25:32,,Ali Baba,,Samsung 2015 NT14M DTV Smart TV,01:37:40,01:37:40,EG (Egypt)
Khaled,2021-07-16 14:31:11,00:12:10,Autoplayed: user action: User_Interaction; ,Ali Baba,,Samsung 2015 NT14M DTV Smart TV,00:12:10,Not latest view,EG (Egypt)
Khaled,2021-07-16 14:29:36,00:00:10,Autoplayed: user action: User_Interaction; ,Bird Box,,Samsung 2015 NT14M DTV Smart TV,00:00:10,00:00:10,EG (Egypt)
Khaled,2021-07-16 14:22:51,00:01:47,Autoplayed: user action: None; ,A Classic Horror Story,,Samsung 2015 NT14M DTV Smart TV,00:01:47,00:01:47,EG (Egypt)
Khaled,2021-07-15 19:24:48,01:43:32,Autoplayed: user action: User_Interaction; ,The Blue Lagoon,,Samsung 2015 NT14M DTV Smart TV,01:43:32,01:43:32,EG (Egypt)
Khaled,2021-07-15 17:28:02,01:34:17,Autoplayed: user action: User_Interaction; ,"The Good, The Bad, and The Playful",,Samsung 2015 NT14M DTV Smart TV,01:34:17,01:34:17,EG (Egypt)
Khaled,2021-07-01 13:26:10,01:58:35,Autoplayed: user action: User_Interaction; ,Orphan,,Samsung 2015 NT14M DTV Smart TV,01:58:36,01:58:36,EG (Egypt)
Khaled,2021-06-25 13:41:44,01:34:25,Autoplayed: user action: User_Interaction; ,Death Note,,Samsung 2015 NT14M DTV Smart TV,01:40:17,01:40:17,EG (Egypt)
Khaled,2021-06-25 13:31:56,00:00:02,Autoplayed: user action: None; ,Family Guy: Season 12: Finders Keepers (Episode 1),,Samsung 2015 NT14M DTV Smart TV,00:00:02,00:00:02,EG (Egypt)
Khaled,2021-06-25 11:39:08,01:28:26,Autoplayed: user action: User_Interaction; ,Sherlock: Series 4: The Final Problem (Episode 3),,Samsung 2015 NT14M DTV Smart TV,01:28:50,01:28:50,EG (Egypt)
Khaled,2021-06-25 11:26:57,00:11:54,Autoplayed: user action: User_Interaction; ,Sherlock: Series 4: The Lying Detective (Episode 2),,Samsung 2015 NT14M DTV Smart TV,01:28:40,01:28:40,EG (Egypt)
Khaled,2021-06-05 18:31:55,01:22:42,Autoplayed: user action: User_Interaction; ,Observe and Report,,Samsung 2015 NT14M DTV Smart TV,01:22:42,01:22:42,EG (Egypt)
Khaled,2021-05-28 15:22:23,00:32:06,Autoplayed: user action: User_Interaction; ,Sherlock: Series 4: The Lying Detective (Episode 2),,LG 2016 MStar M2 Standard DTV Smart TV,01:16:46,Not latest view,EG (Egypt)
Khaled,2021-05-28 14:31:49,00:40:35,Autoplayed: user action: User_Interaction; ,Sherlock: Series 4: The Lying Detective (Episode 2),,Samsung 2015 NT14M DTV Smart TV,00:44:40,Not latest view,EG (Egypt)
Khaled,2021-05-28 13:31:46,00:55:19,Autoplayed: user action: User_Interaction; ,Reda's clock,,Samsung 2015 NT14M DTV Smart TV,01:31:28,01:31:28,EG (Egypt)
Khaled,2021-05-27 22:10:39,00:36:08,Autoplayed: user action: User_Interaction; ,Reda's clock,,Samsung 2015 NT14M DTV Smart TV,00:36:08,Not latest view,EG (Egypt)
Khaled,2021-05-27 17:40:50,00:55:14,Autoplayed: user action: User_Interaction; ,The Disaster Artist,,Samsung 2015 NT14M DTV Smart TV,01:38:05,01:38:05,EG (Egypt)
Khaled,2021-05-27 16:38:54,00:42:52,Autoplayed: user action: User_Interaction; ,The Disaster Artist,,Samsung 2015 NT14M DTV Smart TV,00:42:52,Not latest view,EG (Egypt)
Khaled,2021-05-22 22:17:31,00:04:03,,Sherlock: Series 4: The Lying Detective (Episode 2),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:04:03,Not latest view,EG (Egypt)
Khaled,2021-05-22 20:47:34,01:27:22,Autoplayed: user action: User_Interaction; ,Sherlock: Series 4: The Six Thatchers (Episode 1),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:27:57,01:27:57,EG (Egypt)
Khaled,2021-05-22 19:18:48,01:28:40,Autoplayed: user action: User_Interaction; ,Sherlock: Series 3: The Abominable Bride (Episode 4),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:28:40,01:28:40,EG (Egypt)
Khaled,2021-05-16 17:50:54,01:34:53,,The Woman in the Window,,Samsung 2015 NT14M DTV Smart TV,01:34:53,01:34:53,EG (Egypt)
Khaled,2021-04-25 22:30:30,01:52:24,Autoplayed: user action: User_Interaction; ,The Hitman’s Bodyguard,,Samsung 2015 NT14M DTV Smart TV,01:52:24,01:52:24,EG (Egypt)
Khaled,2021-04-22 22:19:02,01:44:06,,Love and Monsters,,Samsung 2015 NT14M DTV Smart TV,01:44:06,01:44:06,EG (Egypt)
Khaled,2021-04-15 20:47:48,00:00:25,Autoplayed: user action: User_Interaction; ,I Care a Lot,,Samsung 2015 NT14M DTV Smart TV,00:28:38,00:28:38,EG (Egypt)
Khaled,2021-04-12 16:52:43,01:51:01,Autoplayed: user action: Unspecified; ,Hot Fuzz,,Samsung 2015 NT14M DTV Smart TV,01:51:01,01:51:01,EG (Egypt)
Khaled,2021-04-05 20:51:38,01:42:22,,This Is the End,,Samsung 2015 NT14M DTV Smart TV,01:41:09,01:41:09,EG (Egypt)
Khaled,2021-04-03 21:02:35,01:28:27,Autoplayed: user action: Unspecified; ,Sherlock: Series 3: His Last Vow (Episode 3),,Samsung 2015 NT14M DTV Smart TV,01:28:47,01:28:47,EG (Egypt)
Khaled,2021-03-27 20:53:03,00:07:10,,Sherlock: Series 3: The Sign of Three (Episode 2),,Samsung 2015 NT14M DTV Smart TV,01:25:34,01:25:34,EG (Egypt)
Khaled,2021-03-27 18:42:01,01:18:02,Autoplayed: user action: Unspecified; ,Sherlock: Series 3: The Sign of Three (Episode 2),,Samsung 2015 NT14M DTV Smart TV,01:18:23,Not latest view,EG (Egypt)
Khaled,2021-03-27 17:25:30,01:16:17,Autoplayed: user action: Unspecified; ,Sherlock: Series 3: The Empty Hearse (Episode 1),,Samsung 2015 NT14M DTV Smart TV,01:25:53,01:25:53,EG (Egypt)
Khaled,2021-03-27 17:24:34,00:00:27,Autoplayed: user action: Unspecified; ,Bird on a Wire,,Samsung 2015 NT14M DTV Smart TV,00:01:09,00:01:09,EG (Egypt)
Khaled,2021-03-27 14:07:05,01:25:14,,Bad Trip,,Samsung 2015 NT14M DTV Smart TV,01:25:14,01:25:14,EG (Egypt)
Khaled,2021-03-19 15:37:49,01:55:39,Autoplayed: user action: Unspecified; ,News of the World,,Samsung 2015 NT14M DTV Smart TV,01:55:39,01:55:39,EG (Egypt)
Khaled,2021-03-13 13:06:34,01:44:41,Autoplayed: user action: Unspecified; ,Twins,,Samsung 2015 NT14M DTV Smart TV,01:42:41,01:42:41,EG (Egypt)
Khaled,2021-03-13 12:55:19,00:09:33,Autoplayed: user action: Unspecified; ,Who Am I,,Samsung 2015 NT14M DTV Smart TV,00:09:35,00:09:35,EG (Egypt)
Khaled,2021-03-12 18:03:45,00:09:06,Autoplayed: user action: Unspecified; ,Sherlock: Series 3: The Empty Hearse (Episode 1),,Samsung 2015 NT14M DTV Smart TV,00:09:36,Not latest view,EG (Egypt)
Khaled,2021-03-12 16:31:39,01:30:44,Autoplayed: user action: Unspecified; ,Sherlock: Series 2: The Reichenbach Fall (Episode 3),,Samsung 2015 NT14M DTV Smart TV,01:28:18,01:28:18,EG (Egypt)
Khaled,2021-03-12 14:18:18,01:49:05,Autoplayed: user action: Unspecified; ,Triple 9,,Samsung 2015 NT14M DTV Smart TV,01:49:03,01:49:03,EG (Egypt)
Khaled,2021-03-12 14:04:08,00:01:14,Autoplayed: user action: Unspecified; ,Below Zero,,Samsung 2015 NT14M DTV Smart TV,00:01:05,00:01:05,EG (Egypt)
Khaled,2021-03-12 11:49:25,01:53:40,,I Care a Lot,,Samsung 2015 NT14M DTV Smart TV,01:53:37,Not latest view,EG (Egypt)
Khaled,2021-02-23 19:38:39,00:54:50,Autoplayed: user action: Unspecified; ,Red Dot,,Samsung 2015 NT14M DTV Smart TV,00:54:50,00:54:50,EG (Egypt)
Khaled,2021-02-19 22:21:43,01:26:44,Autoplayed: user action: Unspecified; ,Sherlock: Series 2: The Hounds of Baskerville (Episode 2),,Samsung 2015 NT14M DTV Smart TV,01:26:59,01:26:59,EG (Egypt)
Khaled,2021-02-19 22:19:01,00:00:22,Autoplayed: user action: None; ,Catch Me If You Can,,Samsung 2015 NT14M DTV Smart TV,00:00:22,00:00:22,EG (Egypt)
Khaled,2021-02-18 19:54:45,01:38:42,Autoplayed: user action: Unspecified; ,The Purge: Anarchy,,Samsung 2015 NT14M DTV Smart TV,01:38:42,01:38:42,EG (Egypt)
Khaled,2021-02-18 18:01:53,01:21:25,Autoplayed: user action: Unspecified; ,The Purge,,Samsung 2015 NT14M DTV Smart TV,01:21:25,01:21:25,EG (Egypt)
Khaled,2021-02-12 21:05:27,01:32:45,Autoplayed: user action: Unspecified; ,The Poison Rose,,Samsung 2015 NT14M DTV Smart TV,01:32:45,01:32:45,EG (Egypt)
Khaled,2021-02-12 14:27:28,00:10:09,Autoplayed: user action: None; ,Sherlock: Series 2: The Hounds of Baskerville (Episode 2),,Samsung 2015 NT14M DTV Smart TV,00:10:09,Not latest view,EG (Egypt)
Khaled,2021-02-12 12:54:25,01:28:47,Autoplayed: user action: Unspecified; ,Sherlock: Series 2: A Scandal in Belgravia (Episode 1),,Samsung 2015 NT14M DTV Smart TV,01:29:09,01:29:09,EG (Egypt)
Khaled,2021-02-11 23:04:31,00:00:01,Autoplayed: user action: None; ,Sherlock: Series 2: A Scandal in Belgravia (Episode 1),,Samsung 2015 NT14M DTV Smart TV,00:00:47,Not latest view,EG (Egypt)
Khaled,2021-02-11 22:39:57,00:24:23,Autoplayed: user action: Unspecified; ,Sherlock: Series 1: The Great Game (Episode 3),,Samsung 2015 NT14M DTV Smart TV,01:28:55,01:28:55,EG (Egypt)
Khaled,2021-02-11 20:36:08,01:04:09,Autoplayed: user action: Unspecified; ,Sherlock: Series 1: The Great Game (Episode 3),,Samsung 2015 NT14M DTV Smart TV,01:04:32,Not latest view,EG (Egypt)
Khaled,2021-02-09 14:34:21,01:27:44,Autoplayed: user action: Unspecified; ,Sherlock: Series 1: The Blind Banker (Episode 2),,Samsung 2015 NT14M DTV Smart TV,01:28:05,01:28:05,EG (Egypt)
Khaled,2021-02-09 13:06:20,01:27:42,Autoplayed: user action: Unspecified; ,Sherlock: Series 1: A Study in Pink (Episode 1),,Samsung 2015 NT14M DTV Smart TV,01:27:42,01:27:42,EG (Egypt)
Khaled,2021-02-02 19:32:43,02:11:05,Autoplayed: user action: Unspecified; ,All the Money in the World,,Samsung 2015 NT14M DTV Smart TV,02:07:50,02:07:50,EG (Egypt)
Khaled,2021-01-23 20:54:14,00:49:51,Autoplayed: user action: None; ,Lupin: Part 1: Chapter 2 (Episode 2),,Samsung 2015 NT14M DTV Smart TV,00:49:56,00:49:56,EG (Egypt)
Khaled,2021-01-23 20:09:04,00:44:57,Autoplayed: user action: Unspecified; ,Lupin: Part 1: Chapter 1 (Episode 1),,Samsung 2015 NT14M DTV Smart TV,00:44:57,00:44:57,EG (Egypt)
Khaled,2021-01-22 15:05:09,01:43:33,Autoplayed: user action: Unspecified; ,The Adjustment Bureau,,Samsung 2015 NT14M DTV Smart TV,01:39:23,01:39:23,EG (Egypt)
Khaled,2021-01-12 19:53:24,02:08:28,Autoplayed: user action: Unspecified; ,Jurassic World: Fallen Kingdom,,Samsung 2015 NT14M DTV Smart TV,02:08:28,02:08:28,EG (Egypt)
Khaled,2021-01-11 11:54:20,00:00:43,Autoplayed: user action: Unspecified; ,Bird on a Wire,,Samsung 2015 NT14M DTV Smart TV,00:00:43,Not latest view,EG (Egypt)
Khaled,2021-01-11 11:35:37,00:10:16,Autoplayed: user action: Unspecified; ,The Money Pit,,Samsung 2015 NT14M DTV Smart TV,01:27:41,01:27:41,EG (Egypt)
Khaled,2021-01-09 20:03:04,01:17:25,Autoplayed: user action: Unspecified; ,The Money Pit,,Samsung 2015 NT14M DTV Smart TV,01:17:25,Not latest view,EG (Egypt)
Khaled,2021-01-08 12:44:22,00:00:19,Autoplayed: user action: None; ,Out of Sight,,Samsung 2015 NT14M DTV Smart TV,00:00:19,00:00:19,EG (Egypt)
Khaled,2021-01-01 21:45:23,00:24:36,Autoplayed: user action: Unspecified; ,Johnny English,,Samsung 2015 NT14M DTV Smart TV,01:23:52,01:23:52,EG (Egypt)
Khaled,2021-01-01 20:42:22,00:59:11,Autoplayed: user action: Unspecified; ,Johnny English,,Samsung 2015 NT14M DTV Smart TV,00:59:11,Not latest view,EG (Egypt)
Khaled,2021-01-01 20:31:29,00:00:11,Autoplayed: user action: Unspecified; ,The Meyerowitz Stories (New and Selected),,Samsung 2015 NT14M DTV Smart TV,00:00:11,00:00:11,EG (Egypt)
Khaled,2020-12-29 16:26:31,01:27:58,Autoplayed: user action: Unspecified; ,Despicable Me,,Samsung 2015 NT14M DTV Smart TV,01:27:58,01:27:58,EG (Egypt)
Khaled,2020-12-25 21:17:24,01:26:37,Autoplayed: user action: Unspecified; ,The Trial of the Chicago 7,,Samsung 2015 NT14M DTV Smart TV,02:03:45,02:03:45,EG (Egypt)
Khaled,2020-12-25 19:17:33,00:37:09,Autoplayed: user action: Unspecified; ,The Trial of the Chicago 7,,Samsung 2015 NT14M DTV Smart TV,00:37:09,Not latest view,EG (Egypt)
Khaled,2020-12-25 18:35:48,00:35:44,Autoplayed: user action: Unspecified; ,Dolemite Is My Name,,Samsung 2015 NT14M DTV Smart TV,01:53:22,01:53:22,EG (Egypt)
Khaled,2020-12-25 12:09:11,01:08:08,Autoplayed: user action: Unspecified; ,Dolemite Is My Name,,Samsung 2015 NT14M DTV Smart TV,01:17:38,Not latest view,EG (Egypt)
Khaled,2020-12-25 11:52:14,00:15:43,Autoplayed: user action: Unspecified; ,Dolemite Is My Name,,Samsung 2015 NT14M DTV Smart TV,00:09:40,Not latest view,EG (Egypt)
Khaled,2020-12-23 01:04:23,00:55:00,Autoplayed: user action: Unspecified; ,Basic Instinct,,Samsung 2015 NT14M DTV Smart TV,00:55:00,00:55:00,EG (Egypt)
Khaled,2020-12-22 22:13:35,00:06:10,,War on Everyone,,Samsung 2015 NT14M DTV Smart TV,01:27:45,01:27:45,EG (Egypt)
Khaled,2020-12-22 20:44:50,01:21:51,Autoplayed: user action: Unspecified; ,War on Everyone,,Samsung 2015 NT14M DTV Smart TV,01:21:51,Not latest view,EG (Egypt)
Khaled,2020-12-20 18:26:22,02:34:13,Autoplayed: user action: Unspecified; ,Eyes Wide Shut,,Samsung 2015 NT14M DTV Smart TV,02:34:13,Not latest view,EG (Egypt)
Khaled,2020-12-20 16:09:50,01:46:33,Autoplayed: user action: Unspecified; ,Project Power,,Samsung 2015 NT14M DTV Smart TV,01:46:33,01:46:33,EG (Egypt)
Khaled,2020-12-20 13:55:50,01:49:11,Autoplayed: user action: Unspecified; ,Welcome to Marwen,,Samsung 2015 NT14M DTV Smart TV,01:49:11,01:49:11,EG (Egypt)
Khaled,2020-12-12 14:56:26,02:02:45,Autoplayed: user action: Unspecified; ,State of Play,,Samsung 2015 NT14M DTV Smart TV,02:00:04,02:00:04,EG (Egypt)
Khaled,2020-12-11 21:03:08,01:44:38,Autoplayed: user action: Unspecified; ,Alzheimer's,,Samsung 2015 NT14M DTV Smart TV,01:44:38,01:44:38,EG (Egypt)
Khaled,2020-11-25 13:58:08,01:48:50,Autoplayed: user action: Unspecified; ,A Walk Among the Tombstones,,LG 2016 MStar M2 Standard DTV Smart TV,01:45:50,01:45:50,EG (Egypt)
Khaled,2020-11-20 21:15:11,00:48:00,Autoplayed: user action: Unspecified; ,Paranormal: Season 1: The Myth of the House: The Return (Episode 6),,LG 2016 MStar M2 Standard DTV Smart TV,00:48:23,00:48:23,EG (Egypt)
Khaled,2020-11-20 21:13:21,00:01:38,Autoplayed: user action: Unspecified; ,Paranormal: Season 1: The Myth of the Incubus (Episode 5),,LG 2016 MStar M2 Standard DTV Smart TV,00:39:39,00:39:39,EG (Egypt)
Khaled,2020-11-20 20:59:30,00:02:43,,Paranormal: Season 1: The Myth of the Incubus (Episode 5),,Samsung 2015 NT14M DTV Smart TV,00:38:01,Not latest view,EG (Egypt)
Khaled,2020-11-20 20:17:30,00:35:13,Autoplayed: user action: Unspecified; ,Paranormal: Season 1: The Myth of the Incubus (Episode 5),,Samsung 2015 NT14M DTV Smart TV,00:35:19,Not latest view,EG (Egypt)
Khaled,2020-11-13 22:37:08,00:43:01,Autoplayed: user action: Unspecified; ,Paranormal: Season 1: The Myth of the Naiad (Episode 4),,Samsung 2015 NT14M DTV Smart TV,00:43:15,00:43:15,EG (Egypt)
Khaled,2020-11-13 21:46:26,00:49:39,Autoplayed: user action: Unspecified; ,Paranormal: Season 1: The Myth of the Guardian of The Cave (Episode 3),,Samsung 2015 NT14M DTV Smart TV,00:49:44,00:49:44,EG (Egypt)
Khaled,2020-11-10 20:10:21,01:21:37,Autoplayed: user action: Unspecified; ,Ali G Indahouse,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:21:37,01:21:37,EG (Egypt)
Khaled,2020-11-07 21:54:52,00:00:22,Autoplayed: user action: None; ,Paranormal: Season 1: The Myth of the Guardian of The Cave (Episode 3),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:00:27,Not latest view,EG (Egypt)
Khaled,2020-11-07 20:40:49,00:40:48,Autoplayed: user action: Unspecified; ,Paranormal: Season 1: The Myth of the Curse of the Pharaoh (Episode 2),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:41:01,00:41:01,EG (Egypt)
Khaled,2020-11-07 19:37:44,00:46:28,,Paranormal: Season 1: The Myth of the House (Episode 1),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:46:28,00:46:28,EG (Egypt)
Khaled,2020-10-30 21:15:07,01:49:25,,Unknown,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:49:25,01:49:25,EG (Egypt)
Khaled,2020-10-30 19:35:59,01:18:18,,The Campaign,,LG 2019 RTK K5Lp Standard UHD TV Smart TV,01:21:18,01:21:18,EG (Egypt)
Khaled,2020-10-24 13:07:40,00:03:07,,The Campaign,,Samsung 2015 NT14M DTV Smart TV,00:03:03,Not latest view,EG (Egypt)
Khaled,2020-09-19 13:36:04,01:47:16,Autoplayed: user action: Unspecified; ,Kindergarten Cop,,Samsung 2015 NT14M DTV Smart TV,01:47:19,01:47:19,EG (Egypt)
Khaled,2020-09-08 19:11:22,01:29:23,Autoplayed: user action: Unspecified; ,Old School,,Samsung 2015 NT14M DTV Smart TV,01:29:23,01:29:23,EG (Egypt)
Khaled,2020-09-05 20:13:04,01:24:23,Autoplayed: user action: Unspecified; ,A Very Harold & Kumar Christmas,,Samsung 2015 NT14M DTV Smart TV,01:21:50,01:21:50,EG (Egypt)
Khaled,2020-09-05 15:49:04,01:32:32,Autoplayed: user action: Unspecified; ,Bowfinger,,Samsung 2015 NT14M DTV Smart TV,01:32:32,01:32:32,EG (Egypt)
Khaled,2020-09-05 14:28:18,01:14:15,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 3: Chapter Eight: The Battle of Starcourt (Episode 8),,Samsung 2015 NT14M DTV Smart TV,01:14:59,01:14:59,EG (Egypt)
Khaled,2020-09-05 14:21:50,00:05:27,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 3: Chapter Seven: The Bite (Episode 7),,Samsung 2015 NT14M DTV Smart TV,00:51:54,00:51:54,EG (Egypt)
Khaled,2020-09-05 13:32:04,00:45:41,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 3: Chapter Seven: The Bite (Episode 7),,Samsung 2015 NT14M DTV Smart TV,00:46:27,Not latest view,EG (Egypt)
Khaled,2020-09-05 12:35:34,00:56:19,Autoplayed: user action: None; ,Stranger Things: Stranger Things 3: Chapter Six: E Pluribus Unum (Episode 6),,Samsung 2015 NT14M DTV Smart TV,00:56:23,00:56:23,EG (Egypt)
Khaled,2020-09-05 11:43:55,00:48:17,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 3: Chapter Five: The Flayed (Episode 5),,Samsung 2015 NT14M DTV Smart TV,00:48:59,00:48:59,EG (Egypt)
Khaled,2020-09-04 23:27:06,00:48:59,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 3: Chapter Four: The Sauna Test (Episode 4),,Samsung 2015 NT14M DTV Smart TV,00:49:40,00:49:40,EG (Egypt)
Khaled,2020-09-04 16:54:06,00:45:54,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 3: Chapter Three: The Case of the Missing Lifeguard (Episode 3),,Samsung 2015 NT14M DTV Smart TV,00:46:39,00:46:39,EG (Egypt)
Khaled,2020-09-04 16:04:27,00:47:49,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 3: Chapter Two: The Mall Rats (Episode 2),,Samsung 2015 NT14M DTV Smart TV,00:47:04,00:47:04,EG (Egypt)
Khaled,2020-09-04 14:40:49,00:46:50,,"Stranger Things: Stranger Things 3: Chapter One: Suzie, Do You Copy? (Episode 1)",,Samsung 2015 NT14M DTV Smart TV,00:47:31,00:47:31,EG (Egypt)
Khaled,2020-08-14 16:51:41,00:58:26,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 2: Chapter Nine: The Gate (Episode 9),,Samsung 2015 NT14M DTV Smart TV,00:59:14,00:59:14,EG (Egypt)
Khaled,2020-08-14 16:07:10,00:44:08,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 2: Chapter Eight: The Mind Flayer (Episode 8),,Samsung 2015 NT14M DTV Smart TV,00:44:52,00:44:52,EG (Egypt)
Khaled,2020-08-12 21:34:09,00:41:37,,Stranger Things: Stranger Things 2: Chapter Seven: The Lost Sister (Episode 7),,LG 2016 MStar M2 Standard DTV Smart TV,00:42:26,00:42:26,EG (Egypt)
Khaled,2020-08-12 20:43:17,00:48:11,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 2: Chapter Six: The Spy (Episode 6),,LG 2016 MStar M2 Standard DTV Smart TV,00:48:54,00:48:54,EG (Egypt)
Khaled,2020-08-12 18:57:18,01:22:23,Autoplayed: user action: Unspecified; ,The Naked Gun: From the Files of Police Squad!,,LG 2016 MStar M2 Standard DTV Smart TV,01:22:23,01:22:23,EG (Egypt)
Khaled,2020-08-12 18:57:05,00:00:03,Autoplayed: user action: None; ,The Naked Gun: From the Files of Police Squad!,,LG 2016 MStar M2 Standard DTV Smart TV,00:00:03,Not latest view,EG (Egypt)
Khaled,2020-08-12 17:02:26,01:47:24,,No Surrender,,LG 2016 MStar M2 Standard DTV Smart TV,01:47:24,01:47:24,EG (Egypt)
Khaled,2020-08-04 21:49:18,01:19:03,Autoplayed: user action: Unspecified; ,The Mask,,Samsung 2015 NT14M DTV Smart TV,01:19:03,01:19:03,EG (Egypt)
Khaled,2020-08-04 19:44:59,02:02:45,Autoplayed: user action: Unspecified; ,Midnight Run,,Samsung 2015 NT14M DTV Smart TV,02:02:45,02:02:45,EG (Egypt)
Khaled,2020-07-31 23:04:58,00:54:12,,Stranger Things: Stranger Things 2: Chapter Five: Dig Dug (Episode 5),,LG 2016 MStar M2 Standard DTV Smart TV,00:55:02,00:55:02,EG (Egypt)
Khaled,2020-07-31 22:07:50,00:42:36,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 2: Chapter Four: Will the Wise (Episode 4),,LG 2016 MStar M2 Standard DTV Smart TV,00:43:20,00:43:20,EG (Egypt)
Khaled,2020-07-30 23:30:18,00:47:11,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 2: Chapter Three: The Pollywog (Episode 3),,LG 2019 RTK K5Lp Standard UHD TV Smart TV,00:47:55,00:47:55,EG (Egypt)
Khaled,2020-07-24 21:40:36,00:52:11,Autoplayed: user action: Unspecified; ,"Stranger Things: Stranger Things 2: Chapter Two: Trick or Treat, Freak (Episode 2)",,Samsung 2015 NT14M DTV Smart TV,00:52:57,00:52:57,EG (Egypt)
Khaled,2020-07-24 20:55:10,00:44:29,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 2: Chapter One: MADMAX (Episode 1),,Samsung 2015 NT14M DTV Smart TV,00:45:17,00:45:17,EG (Egypt)
Khaled,2020-07-24 19:53:16,00:52:01,Autoplayed: user action: Unspecified; ,Stranger Things: Season 1: Chapter Eight: The Upside Down (Episode 8),,Samsung 2015 NT14M DTV Smart TV,00:52:49,00:52:49,EG (Egypt)
Khaled,2020-07-24 19:05:27,00:39:15,Autoplayed: user action: Unspecified; ,Stranger Things: Season 1: Chapter Seven: The Bathtub (Episode 7),,Samsung 2015 NT14M DTV Smart TV,00:40:04,00:40:04,EG (Egypt)
Khaled,2020-07-24 18:34:32,00:27:01,Autoplayed: user action: Unspecified; ,Stranger Things: Season 1: Chapter Six: The Monster (Episode 6),,Samsung 2015 NT14M DTV Smart TV,00:44:46,00:44:46,EG (Egypt)
Khaled,2020-07-24 18:01:38,00:17:30,Autoplayed: user action: Unspecified; ,Stranger Things: Season 1: Chapter Six: The Monster (Episode 6),,Samsung 2015 NT14M DTV Smart TV,00:17:47,Not latest view,EG (Egypt)
Khaled,2020-07-12 20:37:51,00:30:45,Autoplayed: user action: None; ,The Ranch: Part 1: Some People Change (Episode 2),,Samsung 2015 NT14M DTV Smart TV,00:31:34,00:31:34,EG (Egypt)
Khaled,2020-07-12 20:05:43,00:28:22,Autoplayed: user action: Unspecified; ,The Ranch: Part 1: Back Where I Come From (Episode 1),,Samsung 2015 NT14M DTV Smart TV,00:28:22,00:28:22,EG (Egypt)
Khaled,2020-07-12 17:51:09,01:55:04,Autoplayed: user action: Unspecified; ,Eurovision Song Contest: The Story of Fire Saga,,Samsung 2015 NT14M DTV Smart TV,01:55:04,01:55:04,EG (Egypt)
Khaled,2020-07-11 22:17:01,00:50:09,Autoplayed: user action: Unspecified; ,Stranger Things: Season 1: Chapter Five: The Flea and the Acrobat (Episode 5),,Samsung 2015 NT14M DTV Smart TV,00:50:56,00:50:56,EG (Egypt)
Khaled,2020-07-11 21:25:30,00:47:38,Autoplayed: user action: Unspecified; ,Stranger Things: Season 1: Chapter Four: The Body (Episode 4),,Samsung 2015 NT14M DTV Smart TV,00:48:29,00:48:29,EG (Egypt)
Khaled,2020-07-11 20:36:17,00:48:59,Autoplayed: user action: Unspecified; ,"Stranger Things: Season 1: Chapter Three: Holly, Jolly (Episode 3)",,Samsung 2015 NT14M DTV Smart TV,00:49:51,00:49:51,EG (Egypt)
Khaled,2020-07-11 19:57:08,00:38:53,Autoplayed: user action: Unspecified; ,Stranger Things: Season 1: Chapter Two: The Weirdo on Maple Street (Episode 2),,Samsung 2015 NT14M DTV Smart TV,00:53:24,00:53:24,EG (Egypt)
Khaled,2020-07-11 13:24:52,00:13:44,,Stranger Things: Season 1: Chapter Two: The Weirdo on Maple Street (Episode 2),,Samsung 2015 NT14M DTV Smart TV,00:14:32,Not latest view,EG (Egypt)
Khaled,2020-07-11 12:23:37,00:46:24,Autoplayed: user action: Unspecified; ,Stranger Things: Season 1: Chapter One: The Vanishing of Will Byers (Episode 1),,Samsung 2015 NT14M DTV Smart TV,00:46:24,00:46:24,EG (Egypt)
